developer_name,project_name,property_type,rooms_count,area,price_total,price_per_m2,floor,completion_year,address,district
ССК,Лучший,Коммерческая Недвижимость,*,49.6,7266000.0,146500.0,1,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
НЕОМЕТРИЯ,Айвазовский,Квартира,4,83.1,11127000.0,133900.0,19,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,REEDS,Коммерческая Недвижимость,*,80.8,13881000.0,171800.0,4,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Коммерческая Недвижимость,*,74.1,12049000.0,162600.0,3,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
DOGMA,МКР САМОЛЁТ,Квартира,5,68.8,8710000.0,126600.0,18,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ТОЧНО,Васильевский остров,Квартира,2,103.8,12581000.0,121200.0,19,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои Vip,Квартира,5,51.2,6856000.0,133900.0,2,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
НЕОМЕТРИЯ,Айвазовский,Квартира,5,115.3,17111000.0,148400.0,21,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,Квартал САМОЛЁТ,Квартира,1,109.3,12362000.0,113100.0,15,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,3,117.2,14814000.0,126400.0,17,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
НЕОМЕТРИЯ,Южане,Квартира,4,112.7,15553000.0,138000.0,9,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
Ava Dom,Новелла,Квартира,1,73.5,8732000.0,118800.0,4,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
DOGMA,Рекорд2,Квартира,2,81.1,10219000.0,126000.0,21,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Новелла,Квартира,2,97.6,11692000.0,119800.0,10,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,67.3,10270000.0,152600.0,3,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ССК,Лучший,Коммерческая Недвижимость,*,114.2,16799000.0,147100.0,3,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
ССК,Лучший,Квартира,5,113.3,15488000.0,136700.0,4,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
Ava Dom,Небо,Коммерческая Недвижимость,*,50.7,7499000.0,147900.0,4,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
Ava Dom,Смородина,Квартира,3,68.2,8511000.0,124800.0,21,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,1,37.1,4367000.0,117700.0,19,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
Ava Dom,Небо,Квартира,3,42.3,5224000.0,123500.0,7,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Сердце,Квартира,4,34.7,4580000.0,132000.0,21,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ТОЧНО,Васильевский остров,Квартира,5,35.0,4452000.0,127200.0,21,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
Ava Dom,Смородина,Квартира,4,116.9,15431000.0,132000.0,10,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
СЕМЬЯ,Все Свои VIP,Квартира,1,94.4,11045000.0,117000.0,19,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
НЕОМЕТРИЯ,Южане,Апартаменты,*,102.9,12039000.0,117000.0,18,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
DOGMA,Квартал САМОЛЁТ,Коммерческая Недвижимость,*,86.5,12361000.0,142900.0,3,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ССК,Сердце,Квартира,3,32.8,4277000.0,130400.0,22,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Смородина,Квартира,3,96.0,11674000.0,121600.0,6,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,DOGMA PARK,Квартира,3,45.7,7856000.0,171900.0,10,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
DOGMA,DOGMA PARK,Апартаменты,*,42.1,6677000.0,158600.0,18,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
СЕМЬЯ,Все Свои VIP,Квартира,2,75.0,9210000.0,122800.0,8,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,Небо,Квартира,3,47.3,5823000.0,123100.0,11,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,Квартал САМОЛЁТ,Квартира,5,72.2,9725000.0,134700.0,7,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,60.1,9267000.0,154200.0,1,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ССК,Фонтаны,Квартира,1,101.3,14567000.0,143800.0,24,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
Ava Dom,Новелла,Квартира,4,96.0,11904000.0,124000.0,6,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ТОЧНО,Васильевский остров,Квартира,5,41.0,5252000.0,128100.0,5,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои VIP,Квартира,5,74.7,9928000.0,132900.0,9,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
СЕМЬЯ,Все Свои VIP,Коммерческая Недвижимость,*,111.9,14513000.0,129700.0,2,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ССК,Фонтаны,Коммерческая Недвижимость,*,29.6,5242000.0,177100.0,1,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
Ava Dom,Небо,Квартира,1,38.1,4462000.0,117100.0,8,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Лучший,Квартира,3,81.4,10028000.0,123200.0,1,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
ССК,Дыхание,Квартира,2,64.3,7491000.0,116500.0,9,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,Смородина,Квартира,4,57.3,7208000.0,125800.0,17,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Традиции,Квартира,2,25.6,2972000.0,116100.0,14,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
DOGMA,REEDS,Квартира,4,71.8,11883000.0,165500.0,13,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ССК,Ракурс,Квартира,2,72.4,9043000.0,124900.0,9,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
НЕОМЕТРИЯ,Айвазовский,Квартира,4,91.9,13326000.0,145000.0,1,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ССК,Сегодня,Квартира,1,94.9,11265000.0,118700.0,16,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
Ava Dom,Новелла,Коммерческая Недвижимость,*,112.4,16478000.0,146600.0,1,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
DOGMA,Рекорд2,Апартаменты,*,106.4,13183000.0,123900.0,18,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Новелла,Квартира,5,115.9,15067000.0,130000.0,18,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
СЕМЬЯ,Все Свои Vip,Квартира,1,37.5,4560000.0,121600.0,1,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
DOGMA,ПАРК ПОБЕДЫ,Квартира,3,59.7,7224000.0,121000.0,9,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Дыхание,Квартира,3,66.1,8586000.0,129900.0,18,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ТОЧНО,Васильевский остров,Квартира,3,66.5,7940000.0,119400.0,14,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ССК,Традиции,Квартира,5,101.3,13716000.0,135400.0,23,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
DOGMA,МКР САМОЛЁТ,Квартира,2,55.2,6613000.0,119800.0,15,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,Небо,Квартира,3,79.0,10009000.0,126700.0,2,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Сегодня,Коммерческая Недвижимость,*,64.7,10604000.0,163900.0,2,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ССК,Фонтаны,Квартира,2,45.1,6954000.0,154200.0,23,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
DOGMA,Квартал САМОЛЁТ,Апартаменты,*,36.0,4280000.0,118900.0,20,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
DOGMA,МКР САМОЛЁТ,Апартаменты,*,95.4,10990000.0,115200.0,23,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ССК,Дыхание,Апартаменты,*,118.9,13840000.0,116400.0,20,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ССК,Фонтаны,Квартира,2,89.8,12698000.0,141400.0,18,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Все Свои VIP,Квартира,5,99.9,13007000.0,130200.0,25,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Коммерческая Недвижимость,*,74.5,11071000.0,148600.0,3,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Лучший,Квартира,1,88.4,10131000.0,114600.0,5,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,116.8,23979000.0,205300.0,3,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,Режиссёр,Квартира,3,91.8,17332000.0,188800.0,21,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Ракурс,Квартира,3,95.0,12226000.0,128700.0,16,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
СЕМЬЯ,Все Свои VIP,Квартира,4,79.3,10261000.0,129400.0,2,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ССК,Сегодня,Квартира,5,55.9,7379000.0,132000.0,22,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
Ava Dom,Новелла,Квартира,4,106.9,13683000.0,128000.0,2,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
Ava Dom,Небо,Квартира,1,41.9,5099000.0,121700.0,25,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
Ava Dom,Смородина,Квартира,2,68.4,8242000.0,120500.0,5,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
СЕМЬЯ,Тёплые края,Квартира,2,106.0,12752000.0,120300.0,2,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ССК,Фонтаны,Апартаменты,*,51.9,7484000.0,144200.0,21,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
Ava Dom,Смородина,Квартира,3,107.6,13138000.0,122100.0,23,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,REEDS,Квартира,3,74.9,12291000.0,164100.0,6,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ССК,Дыхание,Апартаменты,*,80.8,9607000.0,118900.0,23,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,Смородина,Квартира,4,38.8,4955000.0,127700.0,17,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,Квартал САМОЛЁТ,Квартира,1,102.3,12542000.0,122600.0,2,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
DOGMA,ПАРК ПОБЕДЫ,Коммерческая Недвижимость,*,39.8,5600000.0,140700.0,4,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
Ava Dom,Небо,Квартира,4,49.6,6607000.0,133200.0,8,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
СЕМЬЯ,Все Свои VIP,Апартаменты,*,30.5,3471000.0,113800.0,22,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ТОЧНО,Васильевский остров,Квартира,1,36.5,4234000.0,116000.0,19,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,37.9,4885000.0,128900.0,2,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
DOGMA,Рекорд2,Коммерческая Недвижимость,*,70.9,11436000.0,161300.0,2,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,101.1,18815000.0,186100.0,2,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,98.2,16154000.0,164500.0,3,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,1,44.2,5286000.0,119600.0,25,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ТОЧНО,Патрики,Апартаменты,*,93.0,11625000.0,125000.0,22,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
ССК,Сердце,Коммерческая Недвижимость,*,85.1,12237000.0,143800.0,4,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
СЕМЬЯ,Все Свои VIP,Квартира,5,63.0,8524000.0,135300.0,7,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,Новелла,Квартира,4,51.0,6579000.0,129000.0,25,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Традиции,Коммерческая Недвижимость,*,81.4,13993000.0,171900.0,1,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
ТОЧНО,Патрики,Квартира,4,70.0,8925000.0,127500.0,19,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
ССК,Сегодня,Квартира,2,53.9,6452000.0,119700.0,6,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ССК,Фонтаны,Квартира,4,41.1,6317000.0,153700.0,9,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ТОЧНО,Патрики,Квартира,3,50.9,6174000.0,121300.0,1,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
ССК,Сердце,Квартира,1,53.5,6094000.0,113900.0,23,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
СЕМЬЯ,Все Свои VIP,Квартира,3,93.5,12267000.0,131200.0,22,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
DOGMA,Рекорд2,Коммерческая Недвижимость,*,102.9,15970000.0,155200.0,2,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Смородина,Квартира,3,56.6,7126000.0,125900.0,25,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
СЕМЬЯ,Друзья,Квартира,1,91.2,10424000.0,114300.0,16,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ССК,Ракурс,Квартира,5,41.7,5771000.0,138400.0,2,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ТОЧНО,Патрики,Квартира,5,44.3,5967000.0,134700.0,23,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,79.7,19160000.0,240400.0,2,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Дыхание,Квартира,2,57.5,7032000.0,122300.0,15,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,Небо,Квартира,3,96.6,12152000.0,125800.0,14,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Дыхание,Квартира,2,105.7,13350000.0,126300.0,10,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
DOGMA,REEDS,Квартира,2,29.1,4854000.0,166800.0,3,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,1,58.4,7236000.0,123900.0,22,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
Ava Dom,Режиссёр,Квартира,3,47.7,8514000.0,178500.0,13,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
СЕМЬЯ,Все Свои VIP,Квартира,5,51.9,6960000.0,134100.0,14,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
DOGMA,Рекорд2,Квартира,1,31.1,3636000.0,116900.0,8,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,48.3,7858000.0,162700.0,4,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ТОЧНО,Васильевский остров,Апартаменты,*,95.3,11264000.0,118200.0,19,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,53.9,8597000.0,159500.0,4,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
СЕМЬЯ,Все Свои VIP,Квартира,3,39.8,4923000.0,123700.0,9,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,The Grand Palace,Квартира,5,52.1,12322000.0,236500.0,24,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
БЭЛ Девелопмент,Green Apple,Квартира,1,36.3,4258000.0,117300.0,13,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
НЕОМЕТРИЯ,Айвазовский,Квартира,5,117.8,16704000.0,141800.0,20,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,МКР САМОЛЁТ,Квартира,4,59.7,7994000.0,133900.0,21,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
DOGMA,Рекорд2,Квартира,5,86.1,10986000.0,127600.0,7,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
БЭЛ Девелопмент,Green Apple,Квартира,2,35.2,4298000.0,122100.0,22,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
СЕМЬЯ,Тёплые края,Квартира,4,71.3,9162000.0,128500.0,3,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
НЕОМЕТРИЯ,Южане,Квартира,2,53.4,7059000.0,132200.0,13,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Сердце,Квартира,3,105.8,13130000.0,124100.0,18,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,The Grand Palace,Квартира,3,89.4,20437000.0,228600.0,19,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,115.9,22890000.0,197500.0,4,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Фонтаны,Квартира,2,55.8,8431000.0,151100.0,4,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
НЕОМЕТРИЯ,Южане,Квартира,2,87.0,11545000.0,132700.0,1,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Дыхание,Квартира,1,81.4,9735000.0,119600.0,15,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ТОЧНО,Васильевский остров,Квартира,2,38.7,4710000.0,121700.0,5,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои Vip,Квартира,3,89.2,11070000.0,124100.0,10,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ССК,Сердце,Коммерческая Недвижимость,*,113.4,17237000.0,152000.0,2,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Новелла,Квартира,5,73.2,9831000.0,134300.0,5,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Традиции,Квартира,1,108.3,13180000.0,121700.0,10,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
ССК,Сердце,Апартаменты,*,48.2,5726000.0,118800.0,19,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Небо,Квартира,3,68.2,8464000.0,124100.0,11,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,REEDS,Квартира,3,46.5,7654000.0,164600.0,9,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,Рекорд2,Квартира,5,65.0,8768000.0,134900.0,2,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Новелла,Квартира,1,54.5,6158000.0,113000.0,15,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
DOGMA,Рекорд2,Квартира,1,29.2,3568000.0,122200.0,16,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
НЕОМЕТРИЯ,Айвазовский,Коммерческая Недвижимость,*,101.5,14180000.0,139700.0,4,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
Ava Dom,Режиссёр,Квартира,2,27.2,4852000.0,178400.0,7,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
Ava Dom,The Grand Palace,Коммерческая Недвижимость,*,88.0,21542000.0,244800.0,3,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,Рекорд2,Квартира,3,116.5,14201000.0,121900.0,9,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Смородина,Квартира,2,85.0,10880000.0,128000.0,10,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
Ava Dom,Смородина,Квартира,1,117.2,14392000.0,122800.0,13,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
СЕМЬЯ,Все Свои Vip,Квартира,5,39.5,5439000.0,137700.0,10,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ССК,Лучший,Квартира,1,106.0,12413000.0,117100.0,6,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,REEDS,Коммерческая Недвижимость,*,40.7,7098000.0,174400.0,4,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,4,109.5,14268000.0,130300.0,13,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,83.3,12137000.0,145700.0,1,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ССК,Ракурс,Квартира,2,82.0,10299000.0,125600.0,25,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ССК,Дыхание,Квартира,1,28.1,3302000.0,117500.0,22,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,Смородина,Квартира,2,72.7,8717000.0,119900.0,19,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Сердце,Апартаменты,*,46.0,5244000.0,114000.0,18,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
НЕОМЕТРИЯ,Айвазовский,Квартира,4,96.5,14108000.0,146200.0,23,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ССК,Дыхание,Квартира,5,72.1,9957000.0,138100.0,12,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
БЭЛ Девелопмент,Green Apple,Квартира,1,102.9,11597000.0,112700.0,25,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Фонтаны,Коммерческая Недвижимость,*,99.3,17387000.0,175100.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ССК,Ракурс,Квартира,5,28.9,3731000.0,129100.0,6,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
DOGMA,Рекорд2,Коммерческая Недвижимость,*,47.0,7402000.0,157500.0,2,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
НЕОМЕТРИЯ,Южане,Квартира,2,42.9,5646000.0,131600.0,13,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
НЕОМЕТРИЯ,Южане,Квартира,1,44.4,5537000.0,124700.0,1,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
СЕМЬЯ,Все Свои Vip,Коммерческая Недвижимость,*,83.6,12866000.0,153900.0,2,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
Ava Dom,Режиссёр,Квартира,2,50.1,9248000.0,184600.0,4,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Сердце,Квартира,2,72.0,9065000.0,125900.0,11,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Новелла,Квартира,3,98.6,11743000.0,119100.0,20,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,2,65.0,8314000.0,127900.0,5,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
Ava Dom,The Grand Palace,Коммерческая Недвижимость,*,60.8,14258000.0,234500.0,2,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
НЕОМЕТРИЯ,Айвазовский,Квартира,1,119.2,15758000.0,132200.0,24,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
СЕМЬЯ,Тёплые края,Квартира,5,89.3,11466000.0,128400.0,5,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,82.9,17649000.0,212900.0,3,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
НЕОМЕТРИЯ,Айвазовский,Квартира,5,39.9,5997000.0,150300.0,21,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
Ava Dom,Режиссёр,Квартира,1,35.3,6086000.0,172400.0,14,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
DOGMA,DOGMA PARK,Квартира,3,70.9,11401000.0,160800.0,16,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,Режиссёр,Апартаменты,*,47.3,7909000.0,167200.0,20,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
Ava Dom,Смородина,Квартира,4,32.6,4362000.0,133800.0,2,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
